name,price,stars,rating_count,feature_bullets,images,variant_data
"Monitech Digital Camera for Photography,4K 48MP Vlogging Camera with 2 Batteries,32GB SD Card, 16x Digital Zoom, 3.0 inch Screen,Compact Camera for Beginners",$149.99,5.0 out of 5 stars,3 global ratings,"【48MP & 16X ZOOM COMPACT CAMERA】★This cameras supports 48MP resolution and 16X digital zoom,providing a powerful image solution. You can zoom in or zoom out according to your specific shooting scene when you take photos.With super wide angle lens, you can get 45% more field of vision.And 48MP quality will meet most of the photo shooting need.,【4K DIGITAL CAMERA for YOUTUBE】★ In the video model,our digital cameras supports 4K and 30 FPS record.You can also get clear audio with the built-in microphone in our vlogging camera.This will be a ideal choice as a Youtube cameras.Due to the lightweight design, you can easily take it to anywhere.32GB SD card is enough big to record the every great moment in your next tourist.,【VlOGGING CAMERA & PC WEBCAM】★ This vlogging camera has a varity of usage.while connecting it with computer, you can use this YouTube camera kit as webcam in live broadcast or video call with friends.,【POINT AND SHOOT DIGITAL CAMERAS】★ If you are a photography beginner and want to buy cameras for photography, this 4K camera is very suitable for you. You can take photo or video quickly after turning on our digital cameras without much work. Just point and it will shoot, then, you will get the photo you want. Besides, our digital camera for teens is a great gift for your kids for birthday, Christmas or Thanksgiving Day.,【ACCESSORIES& AFTER-SERVICE】★Our digital cameras combo kit will meet most of photo and video need for entry user.You will get camera x1,wide angle lens x1,32GB TF card x1, USB cable x1, rechargeable lithium-ion battery x2, charger x1,manual x1.And You will get 1 year warranty and 24-hour after-sales service for our small camera from the moment you order our compact camera. If you have any question or suggestion, contact us freely.","[{'hiRes': 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51v35zr0hoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51v35zr0hoL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71ql8A9AcdL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51MlcSzvRPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51MlcSzvRPL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81EI-XzqIzL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51NCvejp3tL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51NCvejp3tL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71A8WzG6aML._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41wKzQN4GHL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41wKzQN4GHL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61AR8ms1TQL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51R2abl0sxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51R2abl0sxL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71O4XcjaXhL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51IxDmbYptL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51IxDmbYptL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71UPAy8xPSL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41nLxIMVfaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nLxIMVfaL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71iapegKARL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71iapegKARL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}]",
"Digital Camera,Kids Camera with 32GB Card,Nsoela FHD 1080P 44MP Compact Vlogging Camera,Point and Shoot Camera 16X Digital Zoom, Portable Mini Kids Camera for Teens Students",$41.64,4.6 out of 5 stars,155 global ratings,"【1080P & 44MP Digital Camera】This kids digital camera has FHD 1080P video resolution and 48MP picture pixels, will help you capture the most exciting and memorable moments. This digital camera for teens supports 16x digital zoom, you can use the W/T button to zoom in or out on the image. Let your children easily explore the wonderful world from their own perspective, cultivate children's observation ability, and record the beautiful moments around them.,【20 Filters and Smile Capture】This portable digital camera has 20 filter effects, allowing children to observe the world under different colors through the camera viewfinder, and exert children's imagination and creativity to make the photos taken more beautiful Artistic. The small digital camera has the function of face detection, which can automatically shoot smiling faces and easily record happy moments. The built-in fill light can help you take high-definition and delicate photos in day and night.,【Multifunctional and Webcam】This digital camera for kids not only has single shooting, continuous shooting, 2s/5s/10s timing functions, but also built-in microphone and anti-shake let it help you shoot clear and vivid vlogs. And the teen digital camera is equipped with a professional USB cable, which can be used as a webcam to connect to a computer for video calls or live broadcasts. The Pause feature allows you to pause while recording or playing a vlog, saving you time editing your video.,【Portable and Easy to Use】This compact digital camera specially designed for kids is very light in weight and can be easily put in your pocket, and you can take it with you when you travel. The kids camera is designed with an IPS screen, which can present a more natural image with richer colors, and it can also protect children's eyes well. This point and shoot digital camera is very easy to operate and control, no need to choose complicated programs before taking pictures, your kids can capture wonderful moments just by pressing a button!,【Perfect Gift and Warranty】Kids digital camera is equipped with two rechargeable lithium batteries, the camera can be set to automatically shut down in 1-3-5 minutes and also helps to save power, no longer worry about missing wonderful moments because of no power. The attached storage bag and lanyard can better prevent loss and protect the camera, it is very suitable as a birthday gift, Christmas gift and reward. We offer a perfect one-year warranty on all purchases on Amazon, any questions or suggestions, please contact us.","[{'hiRes': 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41FLfHVBjCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41FLfHVBjCL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/713MsfyQR4L._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51f7DfptEpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51f7DfptEpL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81-3wjjRw7L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51bJDxuNkPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bJDxuNkPL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/715jsl8JSCL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51VIEwtB+HL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VIEwtB+HL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81dDs+O+ruL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51SJq56cf+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51SJq56cf+L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/814g7m8XIKL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51F88690+SL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51F88690+SL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81x06z4auJL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51kq0Ef47fL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51kq0Ef47fL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71T6gc6J2ML._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}]","{""B0BLZ88NGH"":[""Black""],""B0BLZ9NK75"":[""Green""],""B0BNB21XSZ"":[""Pink""]}"
"Digital Camera for Photography 4K 48MP VJIANGER Vlogging Camera for YouTube with 3.0’’ 180° Flip Screen, 16X Digital Zoom, 52MM Wide Angle Lens & Macro Lens, 2 Batteries, 32GB Micro SD Card(W01 B4)",$89.99,3.8 out of 5 stars,"1,262 global ratings","【4K 48MP Digital Camera for Photography and Video】The 4k camera supports 16X digital zoom (Auto focus is not supported) allows you to capture closer objects photos and videos by zooming in. Upgraded 4K & 48 MP resolution can easily capture all your memorable moments in high-quality resolution videos or images.,【Multi-Function Point and Shoot Camera 】VJIANGER youtube camera supports recording while charging, continuous shooting, flashlight, selfie, time-lapse recording, slow motion record. The mode button is integrated on the camera's top knob to ensure convenient use make this video camera camcorder suitable for beginners, starters, teens, adults, kids.We also offer you a 32G TF card and two rechargeable battery to help you shooting without worrying the power supply.,【Vlogging Camera as Webcam 】VJIANGER vlog camera can be used as computer camera for live streaming and video calls by connecting the computer with the camera USB port via the USB cable. HDMI output provides a more clear picture on HDTV(HDMI cable need be purchased separately).,【Photography Camera with 52MM Wide Angle & Macro Lens 】VJIANGER 4k digital camera comes with a dismantable wide angle lens that can capture 45% more picture with every snap. With the included macro lens can magnify nearby subject for close-up photos, capture as much details as it can. You can take pictures of flowers, insects, small objects in close-up photography with this 4k camera.,📸Camera Gift📸: This travel camera with compact size(0.57LB, 4.3*2.96*1.2 INCH) is so lightweight and portable. Pefect for amateurs and beginner photographers to take it around(NOTE: Not professional cameras). Easy to use makes it an ideal camera gift for beginners, kids, teens, students, elderly to take pictures and record, a perfect Christmas or birthday gifts for all ages, a perfect vlog camera for festivals, sports events, weddings or parties.","[{'hiRes': 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51KdjhjWcPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KdjhjWcPL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71oGMeqUk4L._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/61Q0Sn2bhRL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Q0Sn2bhRL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81CSoCvAsuL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41Yg3YmPrgL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Yg3YmPrgL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61aAfgVyOFL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41fiZE+bLOL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41fiZE+bLOL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71C+ucR2h+L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51owEYVjhnL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51owEYVjhnL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81Puzi2rsWL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41nW0WBhvzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nW0WBhvzL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61BZC46ZtNL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}]","{""B09W8V35JH"":[""YL24-Blue""],""B09774BTKG"":[""Black""],""B0BDZ2RD5B"":[""YL01-W01-1-Black3""],""B0BLYZ72J3"":[""YL31-W02-2-Pink""],""B0BHZDWBRC"":[""YL33-W02-2-Black""],""B09773RFNG"":[""Pink""],""B0BZYTGTY6"":[""DC6-X3-Pink1""],""B0BHZ9RC89"":[""YL32-W02-2-Black""]}"
